Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Karl-Anthony Towns,PF,28,MIN,43,43,33.1,8.0,15.7,.513,2.2,5.1,.436,5.8,10.6,.550,.584,4.3,4.9,.886,1.5,7.3,8.8,3.0,0.7,0.5,2.8,3.4,22.6
Gary Trent Jr.,SG,25,TOR,39,9,25.8,4.3,10.0,.425,2.3,5.5,.417,1.9,4.5,.434,.540,0.7,1.1,.651,0.3,1.9,2.1,1.6,0.8,0.1,0.6,1.2,11.5
Oscar Tshiebwe,PF,24,IND,6,0,5.7,1.3,2.7,.500,0.0,0.0,,1.3,2.7,.500,.500,0.8,1.0,.833,1.0,1.0,2.0,0.3,0.3,0.0,0.0,0.2,3.5
P.J. Tucker,PF,38,TOT,15,3,15.9,0.4,1.3,.316,0.3,1.1,.313,0.1,0.2,.333,.447,0.2,0.2,1.000,1.1,1.8,2.9,0.5,0.6,0.2,0.3,2.3,1.3
P.J. Tucker,PF,38,PHI,3,3,22.0,0.7,1.7,.400,0.7,1.7,.400,0.0,0.0,,.600,0.0,0.0,,0.3,4.3,4.7,0.0,1.0,0.7,0.7,3.0,2.0
P.J. Tucker,PF,38,LAC,12,0,14.4,0.3,1.2,.286,0.3,0.9,.273,0.1,0.3,.333,.393,0.3,0.3,1.000,1.3,1.2,2.4,0.7,0.5,0.1,0.2,2.2,1.2
Myles Turner,C,27,IND,43,43,27.7,6.3,12.0,.525,1.4,4.1,.337,4.9,7.9,.622,.583,3.5,4.4,.803,1.7,5.4,7.1,1.3,0.5,1.9,1.5,3.1,17.4
Hunter Tyson,PF,23,DEN,8,0,2.5,0.1,0.5,.250,0.0,0.4,.000,0.1,0.1,1.000,.250,0.0,0.0,,0.0,0.6,0.6,0.1,0.0,0.0,0.0,0.6,0.3
Stanley Umude,SG,24,DET,15,0,10.3,1.3,2.9,.455,0.9,1.8,.519,0.4,1.1,.353,.614,1.4,1.5,.913,0.2,1.7,1.9,0.5,0.3,0.3,0.7,1.6,5.0
Jonas Valančiūnas,C,31,NOP,44,44,26.5,5.4,9.6,.566,0.7,1.8,.358,4.8,7.8,.616,.601,2.4,3.0,.805,2.6,7.0,9.6,2.3,0.5,1.1,1.4,3.1,14.0
Jarred Vanderbilt,PF,24,LAL,24,5,19.3,1.5,3.4,.451,0.2,1.0,.217,1.3,2.5,.542,.482,0.6,1.0,.652,1.5,3.3,4.7,1.1,1.0,0.2,0.8,1.6,3.9
Fred VanVleet,PG,29,HOU,41,41,37.2,5.8,14.1,.408,3.0,8.0,.382,2.7,6.1,.442,.516,2.7,3.1,.867,0.4,3.4,3.8,8.5,1.1,0.9,1.6,2.2,17.3
Devin Vassell,SG,23,SAS,39,33,31.1,6.6,14.2,.464,2.4,6.7,.363,4.2,7.5,.555,.550,2.4,2.9,.814,0.4,3.1,3.5,3.6,1.2,0.2,1.3,1.1,18.0
Sasha Vezenkov,PF,28,SAC,33,0,12.7,2.2,4.8,.456,1.1,2.9,.375,1.1,1.9,.581,.570,0.2,0.3,.700,0.9,1.7,2.6,0.4,0.5,0.2,0.3,0.9,5.7
Gabe Vincent,PG,27,LAL,5,0,25.4,2.4,6.4,.375,0.4,3.4,.118,2.0,3.0,.667,.406,0.2,0.4,.500,0.4,0.6,1.0,3.0,1.2,0.0,0.4,2.4,5.4
Nikola Vučević,C,33,CHI,40,38,33.7,7.3,15.5,.469,1.1,4.1,.265,6.2,11.5,.541,.504,1.3,1.5,.864,2.7,8.0,10.7,3.6,0.7,0.7,1.6,2.6,16.9
Dean Wade,PF,27,CLE,35,28,22.1,1.9,4.5,.427,1.5,3.8,.403,0.4,0.7,.565,.599,0.4,0.5,.789,0.9,3.6,4.5,0.9,0.9,0.3,0.5,2.1,5.8
Franz Wagner,SF,22,ORL,36,36,33.0,7.6,16.3,.468,1.4,4.8,.295,6.2,11.4,.541,.512,4.1,4.7,.859,1.1,4.6,5.7,3.9,1.1,0.3,1.8,2.3,20.7
Moritz Wagner,C,26,ORL,42,1,19.0,4.3,7.3,.590,0.5,1.7,.310,3.8,5.6,.675,.626,2.2,2.8,.790,1.6,3.0,4.5,1.3,0.5,0.3,1.2,2.2,11.3
Ish Wainright,SF,29,POR,7,0,6.6,0.9,2.6,.333,0.9,2.3,.375,0.0,0.3,.000,.500,0.3,0.3,1.000,0.0,1.3,1.3,0.0,0.3,0.1,0.1,0.6,2.9
Jabari Walker,SF,21,POR,40,6,20.9,3.1,6.4,.484,0.6,2.0,.304,2.5,4.4,.566,.531,1.9,2.4,.773,1.9,4.3,6.2,0.9,0.6,0.4,0.9,2.3,8.6
Jarace Walker,PF,20,IND,15,0,11.0,1.9,4.3,.438,0.8,2.0,.400,1.1,2.3,.471,.531,0.4,0.5,.857,0.5,1.3,1.9,1.3,0.6,0.3,0.5,1.0,4.9
Lonnie Walker IV,SG,25,BRK,25,0,18.5,4.5,9.2,.489,2.3,4.9,.463,2.2,4.2,.519,.614,1.2,1.5,.763,0.2,2.1,2.3,1.4,0.6,0.4,1.2,1.1,12.4
Cason Wallace,SG,20,OKC,44,7,21.1,2.6,5.0,.514,1.1,2.6,.422,1.5,2.4,.613,.624,0.5,0.5,.833,0.6,1.6,2.3,1.4,0.7,0.5,0.5,1.7,6.8
Jordan Walsh,SF,19,BOS,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
P.J. Washington,PF,25,CHO,36,16,28.5,4.7,10.9,.434,1.8,5.4,.332,2.9,5.4,.536,.517,1.4,1.9,.746,1.2,4.1,5.3,2.3,0.9,0.7,1.4,2.8,12.6
TyTy Washington Jr.,PG,22,MIL,2,0,3.0,0.5,1.5,.333,0.5,1.0,.500,0.0,0.5,.000,.500,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,1.5
Yuta Watanabe,SF,29,PHO,26,0,14.3,1.2,3.6,.344,0.9,2.8,.315,0.3,0.8,.450,.468,0.4,0.6,.667,0.4,1.3,1.7,0.4,0.3,0.3,0.6,1.3,3.7
Lindy Waters III,SG,26,OKC,15,0,7.5,1.1,2.5,.421,1.0,2.4,.417,0.1,0.1,.500,.618,0.0,0.0,,0.1,0.7,0.8,0.7,0.0,0.1,0.1,0.7,3.1
Trendon Watford,PF,23,BRK,31,0,12.2,2.3,4.4,.533,0.3,0.9,.357,2.0,3.5,.579,.570,0.8,0.9,.828,0.9,1.9,2.9,1.6,0.5,0.2,0.8,1.6,5.7
Peyton Watson,SF,21,DEN,43,2,17.4,2.5,5.4,.472,0.7,2.0,.345,1.8,3.3,.549,.537,1.0,1.4,.712,0.5,2.1,2.6,0.9,0.5,0.9,0.6,1.6,6.7
Victor Wembanyama,C,20,SAS,38,38,28.5,7.5,16.2,.465,1.4,4.9,.294,6.1,11.3,.540,.510,3.9,4.8,.804,2.2,7.8,10.1,2.9,1.1,3.2,3.2,2.3,20.4
Blake Wesley,SG,20,SAS,23,1,10.8,1.6,2.9,.537,0.0,0.6,.071,1.5,2.3,.660,.545,0.4,0.9,.476,0.3,0.8,1.1,2.0,0.3,0.1,0.5,1.4,3.6
Russell Westbrook,PG,35,LAC,42,10,23.1,4.5,9.7,.467,0.7,2.3,.306,3.8,7.4,.518,.504,1.5,2.3,.653,1.5,4.3,5.9,4.7,1.1,0.4,2.2,1.9,11.3
Coby White,PG,23,CHI,45,45,35.6,6.7,14.6,.460,2.8,7.0,.403,3.9,7.6,.513,.557,2.5,3.1,.819,0.5,4.1,4.6,5.0,0.7,0.3,2.1,2.4,18.8
Derrick White,SG,29,BOS,40,40,32.2,5.5,11.8,.464,2.7,6.6,.404,2.8,5.1,.541,.578,2.4,2.7,.896,0.7,3.4,4.1,4.8,1.1,1.2,1.7,2.2,16.0
Cam Whitmore,SF,19,HOU,20,1,15.5,3.6,7.4,.483,1.3,3.4,.388,2.3,4.0,.563,.571,1.1,1.8,.600,0.5,2.7,3.2,0.3,0.7,0.3,0.7,1.4,9.5
Aaron Wiggins,SG,25,OKC,41,0,12.8,2.2,3.6,.605,0.6,1.1,.533,1.6,2.5,.637,.687,0.5,0.7,.759,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.2,5.5
Andrew Wiggins,SF,28,GSW,37,26,26.4,4.6,10.9,.420,0.9,3.2,.286,3.6,7.6,.477,.463,1.8,2.6,.698,1.8,2.4,4.2,1.5,0.3,0.5,1.4,2.3,11.9
Lindell Wigginton,PG,25,MIL,3,0,2.7,0.7,1.7,.400,0.0,0.7,.000,0.7,1.0,.667,.400,0.7,0.7,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0
Brandon Williams,PG,24,DAL,6,0,5.8,1.2,2.2,.538,0.3,0.7,.500,0.8,1.5,.556,.615,0.3,1.0,.333,0.3,0.5,0.8,1.0,0.2,0.2,0.3,0.2,3.0
Grant Williams,PF,25,DAL,40,28,26.2,2.8,6.8,.411,1.7,4.6,.364,1.1,2.2,.512,.535,0.8,1.1,.705,1.0,2.5,3.5,1.7,0.5,0.6,1.0,2.9,8.0
Jalen Williams,PF,22,OKC,41,41,32.0,7.3,13.4,.543,1.4,3.1,.444,5.9,10.3,.572,.594,2.8,3.4,.826,0.6,3.6,4.1,4.5,1.1,0.5,1.8,2.7,18.7
Jaylin Williams,C,21,OKC,36,0,11.6,1.3,3.1,.402,0.8,2.0,.370,0.5,1.1,.462,.522,0.4,0.4,.875,0.4,2.6,3.0,1.3,0.4,0.3,0.4,1.5,3.6
Jeenathan Williams,SG,24,HOU,7,0,7.9,1.4,3.3,.435,0.1,0.4,.333,1.3,2.9,.450,.457,0.6,0.7,.800,0.7,0.1,0.9,0.4,0.3,0.0,0.1,0.7,3.6
Kenrich Williams,PF,29,OKC,33,0,15.1,1.8,3.8,.472,0.8,2.0,.403,1.0,1.8,.550,.579,0.1,0.3,.300,0.7,2.2,2.9,1.4,0.6,0.2,0.4,1.5,4.5
Mark Williams,C,22,CHO,19,19,26.7,5.2,7.9,.649,0.0,0.0,,5.2,7.9,.649,.649,2.4,3.4,.719,4.0,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7
Patrick Williams,PF,22,CHI,42,29,27.4,3.7,8.3,.449,1.4,3.4,.413,2.3,4.9,.473,.533,1.2,1.5,.781,1.1,2.7,3.8,1.5,1.0,0.7,1.3,2.0,10.1
Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,.654,0.0,0.0,,2.8,4.3,.654,.654,1.2,1.5,.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8
Vince Williams Jr.,SG,23,MEM,34,15,24.2,2.5,5.8,.429,1.5,3.9,.383,1.0,1.9,.524,.559,1.6,1.9,.831,1.3,4.1,5.4,2.1,0.8,0.6,1.1,2.4,8.0
Ziaire Williams,SF,22,MEM,42,9,18.7,2.6,7.0,.380,1.1,3.5,.313,1.5,3.5,.448,.459,1.2,1.4,.831,0.7,2.7,3.4,1.3,0.6,0.2,1.2,1.7,7.5
Zion Williamson,PF,23,NOP,36,36,30.3,8.7,14.8,.589,0.1,0.3,.400,8.6,14.5,.593,.593,4.4,6.7,.654,1.8,3.8,5.6,4.8,0.9,0.4,2.5,2.6,21.9
Jalen Wilson,PF,23,BRK,11,0,9.5,1.5,2.9,.500,0.2,0.7,.250,1.3,2.2,.583,.531,1.4,1.4,1.000,1.4,0.8,2.2,0.8,0.3,0.1,0.3,0.8,4.5
Dylan Windler,SF,27,TOT,4,0,3.0,0.5,0.8,.667,0.5,0.8,.667,0.0,0.0,,1.000,0.0,0.0,,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.5,1.5
Dylan Windler,SF,27,NYK,3,0,2.3,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.0
Dylan Windler,SF,27,LAL,1,0,5.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
James Wiseman,C,22,DET,29,0,14.6,2.7,3.9,.675,0.0,0.1,.000,2.7,3.9,.688,.675,0.7,1.2,.618,1.4,2.7,4.1,0.6,0.1,0.7,0.9,2.0,6.0
Christian Wood,PF,28,LAL,39,1,18.6,2.6,5.4,.476,0.8,2.4,.326,1.8,3.0,.598,.550,1.4,2.0,.679,0.8,4.8,5.6,1.1,0.3,0.8,1.2,1.5,7.3
Delon Wright,PG,31,WAS,22,0,16.7,1.7,4.5,.374,0.5,1.4,.367,1.2,3.1,.377,.429,1.0,1.2,.815,0.5,1.7,2.1,3.1,1.4,0.3,0.5,0.9,4.9
Thaddeus Young,PF,35,TOR,16,3,12.4,1.8,3.3,.528,0.1,0.3,.250,1.7,3.1,.551,.538,0.3,0.4,.571,0.9,1.6,2.5,2.0,0.9,0.1,0.4,1.4,3.8
Trae Young,PG,25,ATL,39,39,36.3,8.3,19.7,.422,3.3,9.0,.364,5.0,10.6,.472,.506,7.0,8.2,.858,0.5,2.5,3.0,10.8,1.4,0.2,4.3,2.0,26.9
Omer Yurtseven,C,25,UTA,24,6,10.7,1.6,3.2,.500,0.1,0.6,.200,1.5,2.5,.574,.520,0.3,0.4,.600,1.5,2.8,4.3,0.5,0.2,0.4,0.9,1.4,3.5
Cody Zeller,C,31,NOP,31,0,8.5,0.6,1.6,.400,0.0,0.1,.333,0.6,1.5,.404,.410,0.6,1.1,.606,1.2,1.6,2.8,1.1,0.2,0.1,0.4,1.2,2.0
Ivica Zubac,C,26,LAC,38,38,27.1,5.3,8.1,.655,0.0,0.0,,5.3,8.1,.655,.655,1.8,2.8,.648,3.3,6.5,9.7,1.3,0.2,1.4,1.1,2.9,12.4
